1	CL1	\N	\N	5	2008-11-05 09:18:19.915+01	2	\N	\N	\N	1	\N
2	A01	\N	\N	6	2008-11-05 09:18:19.915+01	2	\N	\N	\N	1	1
3	A03	\N	\N	6	2008-11-05 09:18:19.915+01	2	\N	\N	\N	1	1
5	A03	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
6	A04	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
7	A05	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
8	A06	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
9	A07	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
10	A08	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
11	A09	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
12	A10	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
13	A11	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
14	A12	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
15	A13	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
16	A14	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
17	A15	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
18	A16	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
19	A17	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
20	A18	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
21	A19	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
22	A20	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
23	A21	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
24	A22	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
25	B03	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
26	B04	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
27	B05	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
28	B06	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
29	B07	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
30	B08	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
31	B09	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
32	B10	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
33	B11	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
34	B12	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
35	B13	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
36	B14	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
37	B15	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
38	B16	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
39	B17	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
40	B18	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
41	B19	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
42	B20	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
43	B21	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
44	B22	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
45	C03	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
46	C04	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
47	C05	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
48	C06	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
49	C07	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
50	C08	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
51	C09	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
52	C10	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
53	C11	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
54	C12	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
55	C13	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
56	C14	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
57	C15	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
58	C16	\N	\N	6	2008-11-05 09:19:48.718+01	2	\N	\N	\N	1	4
