1	CL1	\N	19	\N	2008-11-05 09:18:19.915+01	2
2	CL1	\N	18	\N	2008-11-05 09:18:19.915+01	2
3	XMB1XCODE	\N	972	\N	2008-11-05 09:19:48.718+01	2
4	XMB1XCODE	\N	1320	\N	2008-11-05 09:19:48.718+01	2
5	XMB1XCODE	\N	996	\N	2008-11-05 09:19:48.718+01	2
6	XMB1XCODE	\N	1341	\N	2008-11-05 09:19:48.718+01	2
7	XMB1XCODE	\N	1026	\N	2008-11-05 09:19:48.718+01	2
8	XMB1XCODE	\N	1368	\N	2008-11-05 09:19:48.718+01	2
9	XMB1XCODE	\N	1050	\N	2008-11-05 09:19:48.718+01	2
10	XMB1XCODE	\N	1401	\N	2008-11-05 09:19:48.718+01	2
11	XMB1XCODE	\N	1101	\N	2008-11-05 09:19:48.718+01	2
12	XMB1XCODE	\N	1425	\N	2008-11-05 09:19:48.718+01	2
13	XMB1XCODE	\N	1125	\N	2008-11-05 09:19:48.718+01	2
14	XMB1XCODE	\N	1449	\N	2008-11-05 09:19:48.718+01	2
15	XMB1XCODE	\N	1152	\N	2008-11-05 09:19:48.718+01	2
16	XMB1XCODE	\N	1473	\N	2008-11-05 09:19:48.718+01	2
17	XMB1XCODE	\N	1224	\N	2008-11-05 09:19:48.718+01	2
18	XMB1XCODE	\N	1497	\N	2008-11-05 09:19:48.718+01	2
19	XMB1XCODE	\N	1248	\N	2008-11-05 09:19:48.718+01	2
20	XMB1XCODE	\N	1521	\N	2008-11-05 09:19:48.718+01	2
21	XMB1XCODE	\N	1281	\N	2008-11-05 09:19:48.718+01	2
22	XMB1XCODE	\N	1545	\N	2008-11-05 09:19:48.718+01	2
23	XMB1XCODE	\N	1572	\N	2008-11-05 09:19:48.718+01	2
24	XMB1XCODE	\N	1836	\N	2008-11-05 09:19:48.718+01	2
25	XMB1XCODE	\N	1596	\N	2008-11-05 09:19:48.718+01	2
26	XMB1XCODE	\N	1875	\N	2008-11-05 09:19:48.718+01	2
27	XMB1XCODE	\N	1620	\N	2008-11-05 09:19:48.718+01	2
28	XMB1XCODE	\N	1902	\N	2008-11-05 09:19:48.718+01	2
29	XMB1XCODE	\N	1644	\N	2008-11-05 09:19:48.718+01	2
30	XMB1XCODE	\N	1938	\N	2008-11-05 09:19:48.718+01	2
31	XMB1XCODE	\N	1671	\N	2008-11-05 09:19:48.718+01	2
32	XMB1XCODE	\N	1968	\N	2008-11-05 09:19:48.718+01	2
33	XMB1XCODE	\N	1695	\N	2008-11-05 09:19:48.718+01	2
34	XMB1XCODE	\N	2004	\N	2008-11-05 09:19:48.718+01	2
35	XMB1XCODE	\N	1716	\N	2008-11-05 09:19:48.718+01	2
36	XMB1XCODE	\N	2031	\N	2008-11-05 09:19:48.718+01	2
37	XMB1XCODE	\N	1743	\N	2008-11-05 09:19:48.718+01	2
38	XMB1XCODE	\N	2055	\N	2008-11-05 09:19:48.718+01	2
39	XMB1XCODE	\N	1788	\N	2008-11-05 09:19:48.718+01	2
40	XMB1XCODE	\N	2079	\N	2008-11-05 09:19:48.718+01	2
41	XMB1XCODE	\N	1812	\N	2008-11-05 09:19:48.718+01	2
42	XMB1XCODE	\N	2106	\N	2008-11-05 09:19:48.718+01	2
43	XMB1XCODE	\N	975	\N	2008-11-05 09:19:48.718+01	2
44	XMB1XCODE	\N	1323	\N	2008-11-05 09:19:48.718+01	2
45	XMB1XCODE	\N	999	\N	2008-11-05 09:19:48.718+01	2
46	XMB1XCODE	\N	1344	\N	2008-11-05 09:19:48.718+01	2
47	XMB1XCODE	\N	1029	\N	2008-11-05 09:19:48.718+01	2
48	XMB1XCODE	\N	1371	\N	2008-11-05 09:19:48.718+01	2
49	XMB1XCODE	\N	1053	\N	2008-11-05 09:19:48.718+01	2
50	XMB1XCODE	\N	1404	\N	2008-11-05 09:19:48.718+01	2
51	XMB1XCODE	\N	1104	\N	2008-11-05 09:19:48.718+01	2
52	XMB1XCODE	\N	1428	\N	2008-11-05 09:19:48.718+01	2
53	XMB1XCODE	\N	1128	\N	2008-11-05 09:19:48.718+01	2
54	XMB1XCODE	\N	1452	\N	2008-11-05 09:19:48.718+01	2
55	XMB1XCODE	\N	1155	\N	2008-11-05 09:19:48.718+01	2
56	XMB1XCODE	\N	1476	\N	2008-11-05 09:19:48.718+01	2
57	XMB1XCODE	\N	1227	\N	2008-11-05 09:19:48.718+01	2
58	XMB1XCODE	\N	1500	\N	2008-11-05 09:19:48.718+01	2
59	XMB1XCODE	\N	1251	\N	2008-11-05 09:19:48.718+01	2
60	XMB1XCODE	\N	1524	\N	2008-11-05 09:19:48.718+01	2
61	XMB1XCODE	\N	1299	\N	2008-11-05 09:19:48.718+01	2
62	XMB1XCODE	\N	1548	\N	2008-11-05 09:19:48.718+01	2
63	XMB1XCODE	\N	1575	\N	2008-11-05 09:19:48.718+01	2
64	XMB1XCODE	\N	1845	\N	2008-11-05 09:19:48.718+01	2
65	XMB1XCODE	\N	1599	\N	2008-11-05 09:19:48.718+01	2
66	XMB1XCODE	\N	1878	\N	2008-11-05 09:19:48.718+01	2
67	XMB1XCODE	\N	1623	\N	2008-11-05 09:19:48.718+01	2
68	XMB1XCODE	\N	1905	\N	2008-11-05 09:19:48.718+01	2
69	XMB1XCODE	\N	1647	\N	2008-11-05 09:19:48.718+01	2
70	XMB1XCODE	\N	1941	\N	2008-11-05 09:19:48.718+01	2
71	XMB1XCODE	\N	1674	\N	2008-11-05 09:19:48.718+01	2
72	XMB1XCODE	\N	1974	\N	2008-11-05 09:19:48.718+01	2
73	XMB1XCODE	\N	1698	\N	2008-11-05 09:19:48.718+01	2
74	XMB1XCODE	\N	2007	\N	2008-11-05 09:19:48.718+01	2
75	XMB1XCODE	\N	1719	\N	2008-11-05 09:19:48.718+01	2
76	XMB1XCODE	\N	2034	\N	2008-11-05 09:19:48.718+01	2
77	XMB1XCODE	\N	1746	\N	2008-11-05 09:19:48.718+01	2
78	XMB1XCODE	\N	2058	\N	2008-11-05 09:19:48.718+01	2
79	XMB1XCODE	\N	1791	\N	2008-11-05 09:19:48.718+01	2
80	XMB1XCODE	\N	2082	\N	2008-11-05 09:19:48.718+01	2
81	XMB1XCODE	\N	1815	\N	2008-11-05 09:19:48.718+01	2
82	XMB1XCODE	\N	2109	\N	2008-11-05 09:19:48.718+01	2
83	XMB1XCODE	\N	978	\N	2008-11-05 09:19:48.718+01	2
84	XMB1XCODE	\N	1326	\N	2008-11-05 09:19:48.718+01	2
85	XMB1XCODE	\N	1002	\N	2008-11-05 09:19:48.718+01	2
86	XMB1XCODE	\N	1347	\N	2008-11-05 09:19:48.718+01	2
87	XMB1XCODE	\N	1032	\N	2008-11-05 09:19:48.718+01	2
88	XMB1XCODE	\N	1383	\N	2008-11-05 09:19:48.718+01	2
89	XMB1XCODE	\N	1068	\N	2008-11-05 09:19:48.718+01	2
90	XMB1XCODE	\N	1407	\N	2008-11-05 09:19:48.718+01	2
91	XMB1XCODE	\N	1107	\N	2008-11-05 09:19:48.718+01	2
92	XMB1XCODE	\N	1431	\N	2008-11-05 09:19:48.718+01	2
93	XMB1XCODE	\N	1131	\N	2008-11-05 09:19:48.718+01	2
94	XMB1XCODE	\N	1455	\N	2008-11-05 09:19:48.718+01	2
95	XMB1XCODE	\N	1158	\N	2008-11-05 09:19:48.718+01	2
96	XMB1XCODE	\N	1479	\N	2008-11-05 09:19:48.718+01	2
97	XMB1XCODE	\N	1230	\N	2008-11-05 09:19:48.718+01	2
98	XMB1XCODE	\N	1503	\N	2008-11-05 09:19:48.718+01	2
99	XMB1XCODE	\N	1254	\N	2008-11-05 09:19:48.718+01	2
100	XMB1XCODE	\N	1527	\N	2008-11-05 09:19:48.718+01	2
101	XMB1XCODE	\N	1302	\N	2008-11-05 09:19:48.718+01	2
102	XMB1XCODE	\N	1551	\N	2008-11-05 09:19:48.718+01	2
103	XMB1XCODE	\N	1578	\N	2008-11-05 09:19:48.718+01	2
104	XMB1XCODE	\N	1848	\N	2008-11-05 09:19:48.718+01	2
105	XMB1XCODE	\N	1602	\N	2008-11-05 09:19:48.718+01	2
106	XMB1XCODE	\N	1884	\N	2008-11-05 09:19:48.718+01	2
107	XMB1XCODE	\N	1626	\N	2008-11-05 09:19:48.718+01	2
108	XMB1XCODE	\N	1908	\N	2008-11-05 09:19:48.718+01	2
109	XMB1XCODE	\N	1650	\N	2008-11-05 09:19:48.718+01	2
110	XMB1XCODE	\N	1944	\N	2008-11-05 09:19:48.718+01	2
111	XMB1XCODE	\N	1677	\N	2008-11-05 09:19:48.718+01	2
112	XMB1XCODE	\N	1983	\N	2008-11-05 09:19:48.718+01	2
113	XMB1XCODE	\N	1701	\N	2008-11-05 09:19:48.718+01	2
114	XMB1XCODE	\N	2013	\N	2008-11-05 09:19:48.718+01	2
115	XMB1XCODE	\N	1722	\N	2008-11-05 09:19:48.718+01	2
116	XMB1XCODE	\N	2037	\N	2008-11-05 09:19:48.718+01	2
