10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	10.00	5.00	2.50	1.25	0.63	0.31	0.16	0.08	0.04	0.02	H	H	L	L
