#Lane	Cycle	All A	All C	All G	All T	Call A	Call C	Call G	Call T	Base A	Base C	Base G	Base T
8	1	1254.9	964.3	939.4	1205.9	4093.9	4085.8	4041.4	4060.1	28.9	22.5	21.2	27.3	
8	2	1213.9	814.2	886.2	1168.3	3863.0	3863.9	3816.3	3792.6	29.9	20.1	21.0	29.0	
8	3	1216.0	820.6	890.1	1166.6	3887.0	3886.3	3853.8	3822.0	29.8	20.2	21.2	28.8	
8	4	1197.9	818.5	911.5	1144.7	3873.4	3875.3	3847.7	3805.6	29.5	20.2	22.0	28.3	
8	5	1219.1	806.8	878.4	1140.9	3814.7	3811.5	3793.5	3748.0	30.3	20.0	21.3	28.5	
8	6	1197.4	832.5	877.3	1102.8	3777.0	3775.3	3757.0	3713.2	30.0	20.9	21.5	27.7	
8	7	1186.0	821.8	858.9	1146.5	3783.1	3782.8	3741.5	3722.1	29.6	20.6	21.1	28.8	
8	8	1161.0	831.8	838.9	1140.8	3749.9	3742.2	3722.3	3683.3	29.3	21.0	20.6	29.0	
8	9	1143.7	827.3	830.5	1137.5	3722.6	3712.0	3689.3	3650.7	29.1	21.1	20.6	29.2	
8	10	1154.0	826.3	835.7	1106.8	3708.6	3703.4	3679.5	3640.3	29.5	21.1	20.9	28.5	
8	11	1147.4	819.6	835.0	1104.5	3695.5	3688.2	3662.8	3627.7	29.4	21.1	21.0	28.5	
8	12	1131.9	815.0	829.5	1098.4	3668.4	3661.6	3635.3	3598.0	29.3	21.1	21.0	28.7	
8	13	1129.7	808.6	821.7	1095.5	3653.0	3644.3	3616.9	3585.0	29.3	21.0	20.9	28.7	
8	14	1123.6	806.3	815.3	1088.6	3630.4	3622.5	3599.9	3564.8	29.4	21.1	20.8	28.7	
8	15	1116.0	800.0	810.0	1082.3	3609.6	3600.1	3572.0	3544.1	29.3	21.1	20.9	28.7	
8	16	1104.5	801.3	806.6	1074.4	3593.3	3586.0	3558.2	3529.6	29.2	21.2	20.9	28.6	
8	17	1099.8	796.6	805.8	1069.3	3581.4	3570.1	3547.1	3517.2	29.2	21.2	21.0	28.6	
8	18	1091.1	795.4	803.5	1057.0	3557.8	3546.4	3522.0	3493.9	29.2	21.3	21.0	28.5	
8	19	1084.8	790.2	800.3	1051.4	3541.8	3531.3	3506.9	3478.7	29.1	21.3	21.1	28.5	
8	20	1074.4	784.8	797.4	1042.2	3517.1	3506.3	3478.5	3451.2	29.1	21.3	21.2	28.5	
8	21	1074.6	783.9	795.5	1041.0	3513.4	3501.8	3476.5	3448.1	29.1	21.3	21.2	28.5	
8	22	1068.3	775.4	788.0	1033.0	3489.8	3478.4	3455.0	3425.2	29.2	21.2	21.1	28.5	
8	23	1061.4	769.3	781.1	1030.3	3468.5	3457.5	3432.7	3408.1	29.2	21.2	21.1	28.6	
8	24	1055.8	765.5	777.3	1022.9	3446.7	3436.2	3413.0	3386.6	29.2	21.2	21.1	28.5	
8	25	1042.9	753.6	765.2	1008.4	3403.1	3390.8	3361.7	3339.1	29.2	21.1	21.1	28.5	
8	26	1033.8	745.8	763.0	997.1	3375.2	3365.9	3327.6	3312.3	29.2	21.1	21.3	28.4	
