1	AD3	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
2	AD5	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
3	DV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
4	EV1	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
5	FLU	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
6	HRV2	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
7	HSV1	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
8	MHV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
9	ROTAV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
10	RRV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
11	RSV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
12	RV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
13	SFV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
14	SV40	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
15	VSV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
16	VV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
17	YFV	1	2	\N	2008-11-05 09:18:12.173+01	1	\N
18	GFP	5	2	\N	2008-11-05 09:18:12.938+01	1	\N
19	SCRAM	5	2	\N	2008-11-05 09:18:12.938+01	1	\N
20	VIRUS1	1	2	\N	2008-11-05 09:18:25.098+01	1	\N
21	VIRUS2	1	2	\N	2008-11-05 09:18:25.098+01	1	\N
22	BACTERIUM1	6	2	\N	2008-11-05 09:18:25.91+01	1	\N
23	BACTERIUM2	6	2	\N	2008-11-05 09:18:25.91+01	1	\N
24	NEUTRAL	5	2	\N	2008-11-05 09:18:26.784+01	1	\N
25	INHIBITOR	5	2	\N	2008-11-05 09:18:26.784+01	1	\N
26	C-NO-SEC	5	2	\N	2008-11-05 09:18:26.784+01	1	\N
27	C-NO-TIME	5	2	\N	2008-11-05 09:18:26.784+01	1	\N
30	XXXXX-ALL	5	2	\N	2008-11-05 09:18:29.437+01	1	\N
31	X-NO-DESC	5	2	\N	2008-11-05 09:18:29.437+01	1	\N
32	X-NO-SIZE	5	2	\N	2008-11-05 09:18:29.437+01	1	\N
33	X-NO-VOL	5	2	\N	2008-11-05 09:18:29.437+01	1	\N
34	BACTERIUM-X	6	2	\N	2008-11-05 09:18:32.871+01	1	\N
35	BACTERIUM-Y	6	2	\N	2008-11-05 09:18:32.871+01	1	\N
36	MYGENE1	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
37	MYGENE2	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
38	913	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
39	1384	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
40	1	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
41	2	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
42	12	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
43	13	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
44	18	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
45	19	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
46	20	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
47	21	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
48	22	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
49	23	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
50	24	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
51	25	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
52	27	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
53	31	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
54	32	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
55	33	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
56	34	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
57	35	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
58	37	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
59	38	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
60	39	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
61	40	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
62	41	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
63	43	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
64	47	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
65	48	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
66	49	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
67	51	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
68	52	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
69	53	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
70	54	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
71	55	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
72	56	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
73	81	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
74	86	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
75	87	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
76	90	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
77	91	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
78	92	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
79	93	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
80	94	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
81	100	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
82	101	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
83	102	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
84	103	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
85	104	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
86	107	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
87	108	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
88	109	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
89	111	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
90	112	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
91	113	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
92	114	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
93	115	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
94	117	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
95	118	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
96	123	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
97	124	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
98	125	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
99	126	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
100	127	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
101	128	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
102	130	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
103	131	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
104	132	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
105	133	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
106	134	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
107	135	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
108	136	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
109	140	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
110	142	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
111	143	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
112	146	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
113	147	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
114	148	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
115	150	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
116	151	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
117	152	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
118	153	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
119	154	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
120	155	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
121	156	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
122	157	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
123	158	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
124	163	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
125	165	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
126	166	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
127	173	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
128	174	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
129	175	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
130	177	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
131	178	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
132	181	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
133	182	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
134	183	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
135	185	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
136	186	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
137	187	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
138	189	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
139	190	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
140	191	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
141	196	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
142	197	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
143	199	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
144	203	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
145	204	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
146	205	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
147	207	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
148	208	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
149	210	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
150	212	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
151	214	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
152	215	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
153	216	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
154	217	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
155	218	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
156	219	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
157	220	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
158	221	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
159	222	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
160	223	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
161	224	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
162	225	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
163	226	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
164	229	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
165	231	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
166	238	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
167	239	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
168	240	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
169	241	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
170	242	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
171	245	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
172	246	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
173	247	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
174	248	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
175	249	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
176	251	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
177	262	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
178	265	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
179	267	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
180	268	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
181	269	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
182	270	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
183	271	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
184	272	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
185	283	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
186	284	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
187	285	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
188	287	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
189	288	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
190	290	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
191	291	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
192	292	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
193	293	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
194	301	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
195	302	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
196	316	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
197	317	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
198	319	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
199	324	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
200	325	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
201	326	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
202	327	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
203	328	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
204	329	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
205	330	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
206	331	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
207	332	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
208	333	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
209	334	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
210	335	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
211	336	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
212	338	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
213	343	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
214	344	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
215	345	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
216	348	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
217	350	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
218	351	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
219	353	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
220	354	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
221	355	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
222	356	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
223	357	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
224	358	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
225	359	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
226	360	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
227	361	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
228	362	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
229	363	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
230	364	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
231	366	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
232	367	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
233	368	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
234	369	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
235	373	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
236	374	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
237	383	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
238	387	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
239	388	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
240	389	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
241	396	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
242	397	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
243	398	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
244	403	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
245	405	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
246	406	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
247	407	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
248	408	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
249	409	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
250	410	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
251	411	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
252	412	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
253	414	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
254	415	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
255	416	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
256	427	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
257	429	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
258	430	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
259	432	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
260	433	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
261	438	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
262	440	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
263	443	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
264	444	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
265	445	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
266	462	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
267	466	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
268	472	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
269	474	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
270	476	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
271	477	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
272	478	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
273	479	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
274	480	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
275	486	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
276	487	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
277	488	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
278	489	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
279	490	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
280	491	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
281	492	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
282	493	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
283	495	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
284	496	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
285	498	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
286	501	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
287	506	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
288	523	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
289	525	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
290	526	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
291	528	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
292	538	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
293	540	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
294	545	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
295	546	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
296	547	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
297	550	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
298	551	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
299	552	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
300	553	3	2	\N	2008-11-05 09:18:36.259+01	1	\N
