1	ADMIN	\N	2	1	2008-11-05 09:18:10.581+01	\N
2	ADMIN	1	2	2	2008-11-05 09:18:11.471+01	\N
3	ADMIN	2	2	2	2008-11-05 09:18:11.471+01	\N
4	ETL_SERVER	\N	2	2	2008-11-05 09:18:11.471+01	\N
5	ETL_SERVER	1	2	2	2008-11-05 09:18:11.471+01	\N
6	OBSERVER	2	3	2	2008-11-05 09:18:11.471+01	\N
7	ETL_SERVER	\N	4	2	2008-11-05 09:18:11.471+01	\N
8	POWER_USER	1	6	2	2008-11-05 09:18:11.471+01	\N
9	ADMIN	3	7	2	2008-11-05 09:18:11.471+01	\N
10	OBSERVER	3	8	2	2008-11-05 09:18:11.471+01	\N
11	ADMIN	1	8	2	2008-11-05 09:18:11.471+01	\N
12	POWER_USER	2	9	2	2008-11-05 09:18:11.471+01	\N
13	ADMIN	2	10	2	2008-11-05 09:18:11.471+01	\N
14	POWER_USER	1	11	2	2008-11-05 09:18:11.471+01	\N
15	OBSERVER	1	12	2	2008-11-05 09:18:11.471+01	\N
16	ADMIN	2	12	2	2008-11-05 09:18:11.471+01	\N
17	ADMIN	2	11	2	2008-11-05 09:18:11.471+01	\N
