1	71	430
2	72	130
3	73	454
4	74	154
5	75	478
6	76	181
7	77	502
8	78	253
9	79	526
10	80	277
11	81	550
12	82	310
13	83	574
14	84	1
15	85	349
16	86	25
17	87	370
18	88	55
19	89	397
20	90	79
21	91	967
22	92	700
23	93	997
24	94	724
25	95	1033
26	96	745
27	97	1060
28	98	772
29	99	1084
30	100	817
31	101	1108
32	102	841
33	103	1135
34	104	601
35	105	865
36	106	625
37	107	904
38	108	649
39	109	931
40	110	673
41	111	433
42	112	133
43	113	457
44	114	157
45	115	481
46	116	184
47	117	505
48	118	256
49	119	529
50	120	280
51	121	553
52	122	328
53	123	577
54	124	4
55	125	352
56	126	28
57	127	373
58	128	58
59	129	400
60	130	82
61	131	970
62	132	703
63	133	1003
64	134	727
65	135	1036
66	136	748
67	137	1063
68	138	775
69	139	1087
70	140	820
71	141	1111
72	142	844
73	143	1138
74	144	604
75	145	874
76	146	628
77	147	907
78	148	652
79	149	934
80	150	676
81	151	436
82	152	136
83	153	460
84	154	160
85	155	484
86	156	187
87	157	508
88	158	259
89	159	532
90	160	283
91	161	556
92	162	331
93	163	580
94	164	7
95	165	355
96	166	31
97	167	376
98	168	61
99	169	412
100	170	97
101	171	973
102	172	706
103	173	1012
104	174	730
105	175	1042
106	176	751
107	177	1066
108	178	790
109	179	1090
110	180	823
111	181	1114
112	182	847
113	183	1141
114	184	607
115	185	877
116	186	631
117	187	913
118	188	655
119	189	937
120	190	679
121	191	439
122	192	139
123	193	463
124	194	166
125	195	487
126	196	190
127	197	511
128	198	262
129	199	535
130	200	295
131	201	559
132	202	334
133	203	586
134	204	10
135	205	358
136	206	40
137	207	382
138	208	64
139	209	415
140	210	100
141	211	976
142	212	709
143	213	1015
144	214	733
145	215	1045
146	216	754
147	217	1069
148	218	793
149	219	1093
150	220	826
151	221	1117
152	222	850
153	223	1144
154	224	610
155	225	886
156	226	634
157	227	916
158	228	658
159	229	952
160	230	682
161	231	442
162	232	142
163	233	466
164	234	169
165	235	490
166	236	196
167	237	514
168	238	265
169	239	538
170	240	298
171	241	562
172	242	337
173	243	589
174	244	13
175	245	361
176	246	43
177	247	385
178	248	67
179	249	418
180	250	103
181	251	982
182	252	712
183	253	1018
184	254	733
185	255	1048
186	256	757
187	257	1072
188	258	796
189	259	1096
190	260	829
191	261	1120
192	262	853
193	263	1147
194	264	613
195	265	889
196	266	637
197	267	919
198	268	661
199	269	955
200	270	688
201	271	445
202	272	145
203	273	469
204	274	172
205	275	493
206	276	211
207	277	517
208	278	268
209	279	541
210	280	301
211	281	565
212	282	340
213	283	592
214	284	16
215	285	364
216	286	46
217	287	388
218	288	70
219	289	421
220	290	106
221	291	988
222	292	715
223	293	1021
224	294	736
225	295	1051
226	296	760
227	297	1075
228	298	799
229	299	1099
230	300	832
231	301	1123
232	302	856
233	303	1150
234	304	616
235	305	892
236	306	640
237	307	922
238	308	664
239	309	958
240	310	691
241	311	448
242	312	148
243	313	472
244	314	175
245	315	496
246	316	214
247	317	520
248	318	271
249	319	544
250	320	304
251	321	568
252	322	343
253	323	595
254	324	19
255	325	367
256	326	49
257	327	391
258	328	73
259	329	424
260	330	124
261	331	991
262	332	718
263	333	1024
264	334	739
265	335	1054
266	336	766
267	337	1078
268	338	811
269	339	1102
270	340	835
271	341	1129
272	342	859
273	343	1153
274	344	619
275	345	895
276	346	643
277	347	925
278	348	667
279	349	961
280	350	694
281	351	451
282	352	151
283	353	475
284	354	178
285	355	499
286	356	250
287	357	523
288	358	274
289	359	547
290	360	307
291	361	571
292	362	346
293	363	598
294	364	22
295	365	367
296	366	52
297	367	394
298	368	76
299	369	427
300	370	127
301	371	994
302	372	721
303	373	1027
304	374	742
305	375	1057
306	376	769
307	377	1081
308	378	814
309	379	1105
310	380	838
311	381	1132
312	382	862
313	383	1156
314	384	622
315	385	898
316	386	646
317	387	928
318	388	670
319	389	964
320	390	697
321	391	1525
322	392	1285
323	393	1597
324	394	1315
325	395	1621
326	396	1339
327	397	1645
328	398	1363
329	399	1666
330	400	1387
331	401	1714
332	402	1411
333	403	1738
334	404	1171
335	405	1435
336	406	1210
337	407	1459
338	408	1234
339	409	1483
340	410	1261
341	411	2185
342	412	1930
343	413	2212
344	414	1954
345	415	2236
346	416	1981
347	417	2260
348	418	2005
349	419	2284
350	420	2029
351	421	2308
352	422	2059
353	423	2332
354	424	1783
355	425	2086
356	426	1807
357	427	2137
358	428	1873
359	429	2161
360	430	1906
361	431	1528
362	432	1288
363	433	1600
364	434	1318
365	435	1624
366	436	1342
367	437	1648
368	438	1366
369	439	1672
370	440	1390
371	441	1717
372	442	1414
373	443	1741
374	444	1189
375	445	1438
376	446	1213
377	447	1462
378	448	1237
379	449	1486
380	450	1264
381	451	2188
382	452	1933
383	453	2215
384	454	1957
385	455	2239
386	456	1984
387	457	2263
388	458	2008
389	459	2287
390	460	2032
391	461	2311
392	462	2065
393	463	2335
394	464	1786
395	465	2089
396	466	1810
397	467	2140
398	468	1876
399	469	2164
400	470	1909
401	471	1531
402	472	1291
403	473	1603
404	474	1321
405	475	1627
406	476	1345
407	477	1648
408	478	1369
409	479	1675
410	480	1393
411	481	1720
412	482	1417
413	483	1747
414	484	1192
415	485	1441
416	486	1216
417	487	1465
418	488	1240
419	489	1489
420	490	1267
421	491	2191
422	492	1936
423	493	2218
424	494	1963
425	495	2242
426	496	1987
427	497	2266
428	498	2011
429	499	2290
430	500	2035
431	501	2314
432	502	2065
433	503	2338
434	504	1789
435	505	2092
436	506	1813
437	507	2143
438	508	1879
439	509	2167
440	510	1912
441	511	1534
442	512	1300
443	513	1606
444	514	1324
445	515	1630
446	516	1348
447	517	1651
448	518	1372
449	519	1684
450	520	1396
451	521	1723
452	522	1420
453	523	1753
454	524	1195
455	525	1444
456	526	1219
457	527	1468
458	528	1243
459	529	1495
460	530	1270
461	531	2194
462	532	1939
463	533	2221
464	534	1966
465	535	2245
466	536	1990
467	537	2269
468	538	2014
469	539	2293
470	540	2038
471	541	2317
472	542	2068
473	543	2341
474	544	1792
475	545	2095
476	546	1816
477	547	2146
478	548	1882
479	549	2170
480	550	1915
481	551	1537
482	552	1303
483	553	1609
484	554	1327
485	555	1633
486	556	1351
487	557	1654
488	558	1375
489	559	1693
490	560	1399
491	561	1726
492	562	1423
493	563	1765
494	564	1198
495	565	1447
496	566	1222
497	567	1471
498	568	1249
499	569	1504
500	570	1273
501	571	2197
502	572	1942
503	573	2224
504	574	1969
505	575	2248
506	576	1993
507	577	2272
508	578	2017
509	579	2296
510	580	2041
511	581	2320
512	582	2071
513	583	2356
514	584	1795
515	585	2098
516	586	1819
517	587	2149
518	588	1885
519	589	2173
520	590	1918
521	591	1588
522	592	1306
523	593	1612
524	594	1330
525	595	1636
526	596	1354
527	597	1657
528	598	1378
529	599	1705
530	600	1402
531	601	1729
532	602	1426
533	603	1774
534	604	1201
535	605	1450
536	606	1225
537	607	1474
538	608	1252
539	609	1507
540	610	1276
541	611	2200
542	612	1945
543	613	2227
544	614	1972
545	615	2251
546	616	1996
547	617	2275
548	618	2020
549	619	2299
550	620	2044
551	621	2323
552	622	2074
553	623	2365
554	624	1798
555	625	2101
556	626	1831
557	627	2152
558	628	1897
559	629	2176
560	630	1921
561	631	1591
562	632	1309
563	633	1615
564	634	1333
565	635	1639
566	636	1357
567	637	1660
568	638	1381
569	639	1708
570	640	1405
571	641	1732
572	642	1429
573	643	1777
574	644	1204
575	645	1453
576	646	1228
577	647	1477
578	648	1255
579	649	1519
580	650	1279
581	651	2203
582	652	1948
583	653	2230
584	654	1975
585	655	2254
586	656	1999
587	657	2278
588	658	2023
589	659	2302
590	660	2053
591	661	2326
592	662	2077
593	663	2368
594	664	1801
595	665	2104
596	666	1834
597	667	2155
598	668	1900
599	669	2179
600	670	1924
601	671	1594
602	672	1312
603	673	1618
604	674	1336
605	675	1642
606	676	1360
607	677	1663
608	678	1384
609	679	1711
610	680	1408
611	681	1735
612	682	1432
613	683	1780
614	684	1207
615	685	1456
616	686	1231
617	687	1480
618	688	1258
619	689	1522
620	690	1282
621	691	2206
622	692	1951
623	693	2233
624	694	1978
625	695	2257
626	696	2002
627	697	2281
628	698	2026
629	699	2305
630	700	2056
631	701	2329
632	702	2080
633	703	2371
634	704	1804
635	705	2107
636	706	1870
637	707	2158
638	708	1903
639	709	2182
640	710	1927
641	711	2767
642	712	2476
643	713	2797
644	714	2500
645	715	2821
646	716	2527
647	717	2878
648	718	2554
649	719	2911
650	720	2593
651	721	2938
652	722	2638
653	723	2962
654	724	2374
655	725	2668
656	726	2401
657	727	2707
658	728	2425
659	729	2731
660	730	2452
661	731	3373
662	732	3097
663	733	3400
664	734	3127
665	735	3424
666	736	3151
667	737	3451
668	738	3190
669	739	3484
670	740	3214
671	741	3514
672	742	3250
673	743	3541
674	744	2986
675	745	3274
676	746	3019
677	747	3310
678	748	3043
679	749	3337
680	750	3070
681	751	2770
682	752	2479
683	753	2800
684	754	2503
685	755	2824
686	756	2530
687	757	2881
688	758	2557
689	759	2914
690	760	2596
691	761	2941
692	762	2641
693	763	2965
694	764	2377
695	765	2671
696	766	2404
697	767	2710
698	768	2428
699	769	2734
700	770	2455
701	771	3376
702	772	3100
703	773	3403
704	774	3130
705	775	3427
706	776	3154
707	777	3454
708	778	3193
709	779	3487
710	780	3217
711	781	3517
712	782	3253
713	783	3544
714	784	2998
715	785	3277
716	786	3022
717	787	3313
718	788	3046
719	789	3340
720	790	3073
721	791	2773
722	792	2482
723	793	2803
724	794	2506
725	795	2827
726	796	2533
727	797	2884
728	798	2560
729	799	2917
730	800	2599
731	801	2944
732	802	2647
733	803	2968
734	804	2383
735	805	2674
736	806	2407
737	807	2713
738	808	2431
739	809	2743
740	810	2458
741	811	3379
742	812	3103
743	813	3406
744	814	3133
745	815	3430
746	816	3169
747	817	3466
748	818	3196
749	819	3490
750	820	3220
751	821	3523
752	822	3256
753	823	3547
754	824	3001
755	825	3280
756	826	3025
757	827	3316
758	828	3049
759	829	3343
760	830	3076
761	831	2776
762	832	2485
763	833	2806
764	834	2512
765	835	2830
766	836	2536
767	837	2887
768	838	2563
769	839	2920
770	840	2602
771	841	2947
772	842	2650
773	843	2971
774	844	2386
775	845	2677
776	846	2410
777	847	2716
778	848	2434
779	849	2749
780	850	2461
781	851	3382
782	852	3106
783	853	3409
784	854	3136
785	855	3433
786	856	3172
787	857	3469
788	858	3199
789	859	3493
790	860	3223
791	861	3526
792	862	3259
793	863	3550
794	864	3004
795	865	3283
796	866	3028
797	867	3322
798	868	3055
799	869	3346
800	870	3079
801	871	2779
802	872	2488
803	873	2809
804	874	2515
805	875	2866
806	876	2539
807	877	2890
808	878	2566
809	879	2923
810	880	2605
811	881	2950
812	882	2653
813	883	2974
814	884	2389
815	885	2689
816	886	2413
817	887	2719
818	888	2437
819	889	2752
820	890	2464
821	891	3388
822	892	3109
823	893	3412
824	894	3139
825	895	3436
826	896	3178
827	897	3472
828	898	3202
829	899	3496
830	900	3226
831	901	3529
832	902	3262
833	903	3553
834	904	3007
835	905	3286
836	906	3031
837	907	3325
838	908	3058
839	909	3349
840	910	3082
841	911	2788
842	912	2491
843	913	2812
844	914	2518
845	915	2869
846	916	2542
847	917	2902
848	918	2569
849	919	2929
850	920	2608
851	921	2953
852	922	2656
853	923	2977
854	924	2392
855	925	2692
856	926	2416
857	927	2722
858	928	2440
859	929	2758
860	930	2467
861	931	3391
862	932	3112
863	933	3415
864	934	3142
865	935	3439
866	936	3181
867	937	3475
868	938	3205
869	939	3499
870	940	3229
871	941	3532
872	942	3265
873	943	3556
874	944	3010
875	945	3289
876	946	3034
877	947	3328
878	948	3061
879	949	3352
880	950	3088
881	951	2791
882	952	2494
883	953	2815
884	954	2521
885	955	2872
886	956	2545
887	957	2905
888	958	2587
889	959	2932
890	960	2614
891	961	2956
892	962	2659
893	963	2980
894	964	2395
895	965	2695
896	966	2419
897	967	2725
898	968	2443
899	969	2761
900	970	2470
901	971	3394
902	972	3121
903	973	3418
904	974	3145
905	975	3442
906	976	3184
907	977	3478
908	978	3208
909	979	3502
910	980	3244
911	981	3535
912	982	3268
913	983	3559
914	984	3013
915	985	3292
916	986	3037
917	987	3331
918	988	3064
919	989	3355
920	990	3091
921	991	2794
922	992	2497
923	993	2818
924	994	2524
925	995	2875
926	996	2548
927	997	2908
928	998	2590
929	999	2935
930	1000	2635
931	1001	2959
932	1002	2662
933	1003	2983
934	1004	2398
935	1005	2704
936	1006	2422
937	1007	2728
938	1008	2449
939	1009	2764
940	1010	2473
941	1011	3397
942	1012	3124
943	1013	3421
944	1014	3148
945	1015	3448
946	1016	3187
947	1017	3481
948	1018	3211
949	1019	3508
950	1020	3247
951	1021	3538
952	1022	3271
953	1023	3562
954	1024	3016
955	1025	3304
956	1026	3040
957	1027	3334
958	1028	3067
959	1029	3361
960	1030	3094
961	1031	4054
962	1032	3679
963	1033	4078
964	1034	3703
965	1035	4102
966	1036	3730
967	1037	4129
968	1038	3757
969	1039	4153
970	1040	3901
971	1041	4189
972	1042	3925
973	1043	4213
974	1044	3565
975	1045	3949
976	1046	3598
977	1047	3973
978	1048	3628
979	1049	4021
980	1050	3655
981	1051	4606
982	1052	4348
983	1053	4633
984	1054	4372
985	1055	4660
986	1056	4435
987	1057	4684
988	1058	4459
989	1059	4714
990	1060	4483
991	1061	4738
992	1062	4507
993	1063	4774
994	1064	4246
995	1065	4531
996	1066	4270
997	1067	4555
998	1068	4294
999	1069	4582
1000	1070	4318
1001	1071	4057
1002	1072	3682
1003	1073	4081
1004	1074	3706
1005	1075	4105
1006	1076	3733
1007	1077	4132
1008	1078	3760
1009	1079	4156
1010	1080	3904
1011	1081	4192
1012	1082	3928
1013	1083	4216
1014	1084	3568
1015	1085	3952
1016	1086	3601
1017	1087	3976
1018	1088	3631
1019	1089	4024
1020	1090	3658
1021	1091	4609
1022	1092	4351
