1	CL1	5	2008-11-05 09:18:19.915+01	2	\N	1	\N	2009-03-18 10:50:19.475958+01	\N	200811050919915-8	6	CL1,-1,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/CL1	'/cisd/cl1':2A '200811050919915-8':1A 'cl1':3B
2	A01	6	2008-11-05 09:18:19.915+01	2	\N	1	1	2009-03-18 10:50:19.475958+01	\N	200811050919915-9	\N	A01,1,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/CL1:A01	'/cisd/cl1:a01':2A '200811050919915-9':1A 'a01':5B 'cl1':4B 'cl1:a01':3B
3	A03	6	2008-11-05 09:18:19.915+01	2	\N	1	1	2009-03-18 10:50:19.475958+01	\N	200811050919915-10	\N	A03,1,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/CL1:A03	'/cisd/cl1:a03':2A '200811050919915-10':1A 'a03':5B 'cl1':4B 'cl1:a03':3B
5	A03	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-11	\N	A03,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A03	'/cisd/mp001-1:a03':2A '200811050948718-11':1A 'a03':5B 'mp001-1':4B 'mp001-1:a03':3B
6	A04	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-12	\N	A04,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A04	'/cisd/mp001-1:a04':2A '200811050948718-12':1A 'a04':5B 'mp001-1':4B 'mp001-1:a04':3B
7	A05	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-13	\N	A05,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A05	'/cisd/mp001-1:a05':2A '200811050948718-13':1A 'a05':5B 'mp001-1':4B 'mp001-1:a05':3B
8	A06	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-14	\N	A06,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A06	'/cisd/mp001-1:a06':2A '200811050948718-14':1A 'a06':5B 'mp001-1':4B 'mp001-1:a06':3B
9	A07	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-15	\N	A07,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A07	'/cisd/mp001-1:a07':2A '200811050948718-15':1A 'a07':5B 'mp001-1':4B 'mp001-1:a07':3B
10	A08	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-16	\N	A08,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A08	'/cisd/mp001-1:a08':2A '200811050948718-16':1A 'a08':5B 'mp001-1':4B 'mp001-1:a08':3B
11	A09	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-17	\N	A09,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A09	'/cisd/mp001-1:a09':2A '200811050948718-17':1A 'a09':5B 'mp001-1':4B 'mp001-1:a09':3B
12	A10	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-18	\N	A10,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A10	'/cisd/mp001-1:a10':2A '200811050948718-18':1A 'a10':5B 'mp001-1':4B 'mp001-1:a10':3B
13	A11	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-19	\N	A11,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A11	'/cisd/mp001-1:a11':2A '200811050948718-19':1A 'a11':5B 'mp001-1':4B 'mp001-1:a11':3B
14	A12	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-20	\N	A12,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A12	'/cisd/mp001-1:a12':2A '200811050948718-20':1A 'a12':5B 'mp001-1':4B 'mp001-1:a12':3B
15	A13	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-21	\N	A13,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A13	'/cisd/mp001-1:a13':2A '200811050948718-21':1A 'a13':5B 'mp001-1':4B 'mp001-1:a13':3B
16	A14	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-22	\N	A14,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A14	'/cisd/mp001-1:a14':2A '200811050948718-22':1A 'a14':5B 'mp001-1':4B 'mp001-1:a14':3B
17	A15	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-23	\N	A15,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A15	'/cisd/mp001-1:a15':2A '200811050948718-23':1A 'a15':5B 'mp001-1':4B 'mp001-1:a15':3B
18	A16	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-24	\N	A16,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A16	'/cisd/mp001-1:a16':2A '200811050948718-24':1A 'a16':5B 'mp001-1':4B 'mp001-1:a16':3B
19	A17	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-25	\N	A17,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A17	'/cisd/mp001-1:a17':2A '200811050948718-25':1A 'a17':5B 'mp001-1':4B 'mp001-1:a17':3B
20	A18	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-26	\N	A18,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A18	'/cisd/mp001-1:a18':2A '200811050948718-26':1A 'a18':5B 'mp001-1':4B 'mp001-1:a18':3B
21	A19	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-27	\N	A19,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A19	'/cisd/mp001-1:a19':2A '200811050948718-27':1A 'a19':5B 'mp001-1':4B 'mp001-1:a19':3B
22	A20	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-28	\N	A20,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A20	'/cisd/mp001-1:a20':2A '200811050948718-28':1A 'a20':5B 'mp001-1':4B 'mp001-1:a20':3B
23	A21	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-29	\N	A21,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	/CISD/MP001-1:A21	'/cisd/mp001-1:a21':2A '200811050948718-29':1A 'a21':5B 'mp001-1':4B 'mp001-1:a21':3B
