1	CL1	5	2008-11-05 09:18:19.915+01	2	\N	1	\N	2009-03-18 10:50:19.475958+01	\N	200811050919915-8	6	CL1,-1,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-8':2 '200811050919915':1 'cl1':3
2	A01	6	2008-11-05 09:18:19.915+01	2	\N	1	1	2009-03-18 10:50:19.475958+01	\N	200811050919915-9	\N	A01,1,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-9':2 '200811050919915':1 'a01':3
3	A03	6	2008-11-05 09:18:19.915+01	2	\N	1	1	2009-03-18 10:50:19.475958+01	\N	200811050919915-10	\N	A03,1,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-10':2 '200811050919915':1 'a03':3
5	A03	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-11	\N	A03,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-11':2 '200811050948718':1 'a03':3
6	A04	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-12	\N	A04,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-12':2 '200811050948718':1 'a04':3
7	A05	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-13	\N	A05,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-13':2 '200811050948718':1 'a05':3
8	A06	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-14	\N	A06,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-14':2 '200811050948718':1 'a06':3
9	A07	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-15	\N	A07,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-15':2 '200811050948718':1 'a07':3
10	A08	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-16	\N	A08,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-16':2 '200811050948718':1 'a08':3
11	A09	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-17	\N	A09,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-17':2 '200811050948718':1 'a09':3
12	A10	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-18	\N	A10,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-18':2 '200811050948718':1 'a10':3
13	A11	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-19	\N	A11,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-19':2 '200811050948718':1 'a11':3
14	A12	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-20	\N	A12,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-20':2 '200811050948718':1 'a12':3
15	A13	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-21	\N	A13,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-21':2 '200811050948718':1 'a13':3
16	A14	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-22	\N	A14,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-22':2 '200811050948718':1 'a14':3
17	A15	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-23	\N	A15,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-23':2 '200811050948718':1 'a15':3
18	A16	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-24	\N	A16,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-24':2 '200811050948718':1 'a16':3
19	A17	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-25	\N	A17,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-25':2 '200811050948718':1 'a17':3
20	A18	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-26	\N	A18,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-26':2 '200811050948718':1 'a18':3
21	A19	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-27	\N	A19,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-27':2 '200811050948718':1 'a19':3
22	A20	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-28	\N	A20,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-28':2 '200811050948718':1 'a20':3
23	A21	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-29	\N	A21,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-29':2 '200811050948718':1 'a21':3
24	A22	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-30	\N	A22,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-30':2 '200811050948718':1 'a22':3
25	B03	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-31	\N	B03,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-31':2 '200811050948718':1 'b03':3
26	B04	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-32	\N	B04,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-32':2 '200811050948718':1 'b04':3
27	B05	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-33	\N	B05,4,-1,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f	'-33':2 '200811050948718':1 'b05':3
