13	20110509092359990-10	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f
19	20081105092259000-19	4	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f
26	VALIDATIONS_CNTNR-26	6	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f
29	ROOT_CONTAINER	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f
30	CONTAINER_1	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f
31	CONTAINER_2	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f
36	CONTAINER_3A	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f
37	CONTAINER_3B	4	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	CONTAINER	f	f	f	f	f	f	f
2	20081105092158673-1	2	\N	2008-11-05 09:21:58.688+01	2008-11-05 09:21:58.798+01	t	2009-03-23 15:34:44.462776+01	2	1	f	982	\N	1	2	0	\N	2011-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
4	20081105092159188-3	2	\N	2008-11-05 09:21:59.203+01	2008-11-05 09:21:59.313+01	t	2009-03-23 15:34:44.462776+01	2	1	t	\N	\N	\N	2	0	\N	2011-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
5	20081105092159111-1	2	\N	2008-11-05 09:21:59.203+01	2009-02-09 12:20:21.646654+01	t	2009-03-23 15:34:44.462776+01	18	1	f	1042	\N	\N	2	0	\N	2011-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
6	20081105092159222-2	2	\N	2008-11-05 09:21:59.203+01	2009-02-09 12:21:11.479816+01	t	2009-03-23 15:34:44.462776+01	19	1	f	1043	\N	\N	2	0	\N	2011-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
7	20081105092159333-3	2	\N	2008-11-05 09:21:59.203+01	2009-02-09 12:21:47.815468+01	t	2009-03-23 15:34:44.462776+01	20	1	f	1044	\N	\N	2	0	\N	2011-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
8	20081105092259000-8	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
9	20081105092259000-9	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
10	20081105092259900-0	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
11	20081105092259900-1	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	4	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
12	20081105092359990-2	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	4	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
14	20110509092359990-11	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	4	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
15	20110509092359990-12	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	4	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
17	20110805092359990-17	2	\N	2008-11-05 09:21:59.203+01	2009-02-09 12:21:47.815468+01	t	2009-03-23 15:34:44.462776+01	20	1	f	1044	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
18	20081105092259000-18	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
20	20081105092259000-20	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
21	20081105092259000-21	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
22	20120619092259000-22	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
27	VALIDATIONS_IMPOS-27	7	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
28	VALIDATIONS_PARENT-28	8	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
32	COMPONENT_1A	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
33	COMPONENT_2A	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
34	COMPONENT_1B	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
35	DATASET-TO-DELETE	1	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
38	COMPONENT_3A	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
39	COMPONENT_3AB	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
40	COMPONENT_3Ax	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	23	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f
23	20120628092259000-23	5	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	\N	1	t	325	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	LINK	f	f	f	f	f	f	f
24	20120628092259000-24	5	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	LINK	f	f	f	f	f	f	f
25	20120628092259000-25	5	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	LINK	f	f	f	f	f	f	f
41	20120628092259000-41	5	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	1054	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	LINK	f	f	f	f	f	f	f
