2	A10	1
3	A11	1
4	A12	1
5	A13	1
6	A14	1
7	A15	1
8	A16	1
9	A17	1
10	A18	1
11	A19	1
13	A20	1
14	A21	1
15	A22	1
18	A03	1
19	A04	1
20	A05	1
21	A06	1
22	A07	1
23	A08	1
24	A09	1
26	B10	1
27	B11	1
28	B12	1
29	B13	1
30	B14	1
31	B15	1
32	B16	1
33	B17	1
34	B18	1
35	B19	1
37	B20	1
38	B21	1
39	B22	1
42	B03	1
43	B04	1
44	B05	1
45	B06	1
46	B07	1
47	B08	1
48	B09	1
50	C10	1
51	C11	1
52	C12	1
53	C13	1
54	C14	1
55	C15	1
56	C16	1
57	C17	1
58	C18	1
59	C19	1
61	C20	1
62	C21	1
63	C22	1
66	C03	1
67	C04	1
68	C05	1
69	C06	1
70	C07	1
71	C08	1
72	C09	1
74	D10	1
75	D11	1
76	D12	1
77	D13	1
78	D14	1
79	D15	1
80	D16	1
81	D17	1
82	D18	1
83	D19	1
85	D20	1
86	D21	1
87	D22	1
90	D03	1
91	D04	1
92	D05	1
93	D06	1
94	D07	1
95	D08	1
96	D09	1
98	E10	1
99	E11	1
100	E12	1
101	E13	1
102	E14	1
103	E15	1
104	E16	1
105	E17	1
106	E18	1
107	E19	1
109	E20	1
110	E21	1
111	E22	1
114	E03	1
115	E04	1
116	E05	1
117	E06	1
118	E07	1
119	E08	1
120	E09	1
122	F10	1
123	F11	1
124	F12	1
125	F13	1
126	F14	1
127	F15	1
128	F16	1
129	F17	1
130	F18	1
131	F19	1
133	F20	1
134	F21	1
135	F22	1
138	F03	1
139	F04	1
140	F05	1
141	F06	1
142	F07	1
143	F08	1
144	F09	1
146	G10	1
147	G11	1
148	G12	1
149	G13	1
150	G14	1
151	G15	1
152	G16	1
153	G17	1
154	G18	1
155	G19	1
157	G20	1
158	G21	1
159	G22	1
162	G03	1
163	G04	1
164	G05	1
165	G06	1
166	G07	1
167	G08	1
168	G09	1
170	H10	1
171	H11	1
172	H12	1
173	H13	1
174	H14	1
175	H15	1
176	H16	1
177	H17	1
178	H18	1
179	H19	1
181	H20	1
182	H21	1
183	H22	1
186	H03	1
187	H04	1
188	H05	1
189	H06	1
190	H07	1
191	H08	1
192	H09	1
194	I10	1
195	I11	1
196	I12	1
197	I13	1
198	I14	1
199	I15	1
200	I16	1
201	I17	1
202	I18	1
203	I19	1
205	I20	1
206	I21	1
207	I22	1
210	I03	1
211	I04	1
212	I05	1
213	I06	1
214	I07	1
215	I08	1
216	I09	1
218	J10	1
219	J11	1
220	J12	1
221	J13	1
222	J14	1
223	J15	1
224	J16	1
225	J17	1
226	J18	1
227	J19	1
229	J20	1
230	J21	1
231	J22	1
234	J03	1
235	J04	1
236	J05	1
237	J06	1
238	J07	1
239	J08	1
240	J09	1
242	K10	1
243	K11	1
244	K12	1
245	K13	1
246	K14	1
247	K15	1
248	K16	1
249	K17	1
250	K18	1
251	K19	1
253	K20	1
254	K21	1
255	K22	1
258	K03	1
259	K04	1
260	K05	1
261	K06	1
262	K07	1
263	K08	1
264	K09	1
266	L10	1
267	L11	1
268	L12	1
269	L13	1
270	L14	1
271	L15	1
272	L16	1
273	L17	1
274	L18	1
275	L19	1
277	L20	1
278	L21	1
279	L22	1
282	L03	1
283	L04	1
284	L05	1
285	L06	1
286	L07	1
287	L08	1
288	L09	1
290	M10	1
291	M11	1
292	M12	1
293	M13	1
294	M14	1
295	M15	1
296	M16	1
297	M17	1
298	M18	1
299	M19	1
301	M20	1
302	M21	1
303	M22	1
306	M03	1
307	M04	1
308	M05	1
309	M06	1
310	M07	1
311	M08	1
312	M09	1
314	N10	1
315	N11	1
316	N12	1
317	N13	1
318	N14	1
319	N15	1
320	N16	1
321	N17	1
322	N18	1
323	N19	1
325	N20	1
326	N21	1
327	N22	1
330	N03	1
331	N04	1
332	N05	1
333	N06	1
334	N07	1
335	N08	1
336	N09	1
338	O10	1
339	O11	1
340	O12	1
341	O13	1
342	O14	1
343	O15	1
344	O16	1
345	O17	1
346	O18	1
347	O19	1
349	O20	1
350	O21	1
351	O22	1
354	O03	1
355	O04	1
356	O05	1
357	O06	1
358	O07	1
359	O08	1
360	O09	1
362	P10	1
363	P11	1
364	P12	1
365	P13	1
366	P14	1
367	P15	1
368	P16	1
369	P17	1
370	P18	1
371	P19	1
373	P20	1
374	P21	1
375	P22	1
378	P03	1
379	P04	1
380	P05	1
381	P06	1
382	P07	1
383	P08	1
384	P09	1
386	A10	2
387	A11	2
388	A12	2
389	A13	2
390	A14	2
391	A15	2
392	A16	2
393	A17	2
394	A18	2
395	A19	2
397	A20	2
398	A21	2
399	A22	2
402	A03	2
403	A04	2
404	A05	2
405	A06	2
406	A07	2
407	A08	2
408	A09	2
410	B10	2
411	B11	2
412	B12	2
413	B13	2
414	B14	2
415	B15	2
416	B16	2
417	B17	2
418	B18	2
419	B19	2
421	B20	2
422	B21	2
423	B22	2
426	B03	2
427	B04	2
428	B05	2
429	B06	2
430	B07	2
431	B08	2
432	B09	2
434	C10	2
435	C11	2
436	C12	2
437	C13	2
438	C14	2
439	C15	2
440	C16	2
441	C17	2
442	C18	2
443	C19	2
445	C20	2
446	C21	2
447	C22	2
450	C03	2
451	C04	2
452	C05	2
453	C06	2
454	C07	2
455	C08	2
456	C09	2
458	D10	2
459	D11	2
460	D12	2
461	D13	2
462	D14	2
463	D15	2
464	D16	2
465	D17	2
466	D18	2
467	D19	2
469	D20	2
470	D21	2
471	D22	2
474	D03	2
475	D04	2
476	D05	2
477	D06	2
478	D07	2
479	D08	2
480	D09	2
482	E10	2
483	E11	2
484	E12	2
485	E13	2
486	E14	2
487	E15	2
488	E16	2
489	E17	2
490	E18	2
491	E19	2
493	E20	2
494	E21	2
495	E22	2
498	E03	2
499	E04	2
500	E05	2
501	E06	2
502	E07	2
503	E08	2
504	E09	2
506	F10	2
507	F11	2
508	F12	2
509	F13	2
510	F14	2
511	F15	2
512	F16	2
513	F17	2
514	F18	2
515	F19	2
517	F20	2
518	F21	2
519	F22	2
522	F03	2
523	F04	2
524	F05	2
525	F06	2
526	F07	2
527	F08	2
528	F09	2
530	G10	2
531	G11	2
532	G12	2
533	G13	2
534	G14	2
535	G15	2
536	G16	2
537	G17	2
538	G18	2
539	G19	2
541	G20	2
542	G21	2
543	G22	2
546	G03	2
547	G04	2
548	G05	2
549	G06	2
550	G07	2
551	G08	2
552	G09	2
554	H10	2
555	H11	2
556	H12	2
557	H13	2
558	H14	2
559	H15	2
560	H16	2
561	H17	2
562	H18	2
563	H19	2
565	H20	2
566	H21	2
567	H22	2
570	H03	2
571	H04	2
572	H05	2
573	H06	2
574	H07	2
575	H08	2
576	H09	2
578	I10	2
579	I11	2
580	I12	2
581	I13	2
582	I14	2
583	I15	2
584	I16	2
585	I17	2
586	I18	2
587	I19	2
589	I20	2
590	I21	2
591	I22	2
594	I03	2
595	I04	2
596	I05	2
597	I06	2
598	I07	2
599	I08	2
600	I09	2
602	J10	2
603	J11	2
604	J12	2
605	J13	2
606	J14	2
607	J15	2
608	J16	2
609	J17	2
610	J18	2
611	J19	2
613	J20	2
614	J21	2
615	J22	2
618	J03	2
619	J04	2
620	J05	2
621	J06	2
622	J07	2
623	J08	2
624	J09	2
626	K10	2
627	K11	2
628	K12	2
629	K13	2
630	K14	2
631	K15	2
632	K16	2
633	K17	2
634	K18	2
635	K19	2
637	K20	2
638	K21	2
639	K22	2
642	K03	2
643	K04	2
644	K05	2
645	K06	2
646	K07	2
647	K08	2
648	K09	2
650	L10	2
651	L11	2
652	L12	2
653	L13	2
654	L14	2
655	L15	2
656	L16	2
657	L17	2
658	L18	2
659	L19	2
661	L20	2
662	L21	2
663	L22	2
666	L03	2
667	L04	2
668	L05	2
669	L06	2
670	L07	2
671	L08	2
672	L09	2
674	M10	2
675	M11	2
676	M12	2
677	M13	2
678	M14	2
679	M15	2
680	M16	2
681	M17	2
682	M18	2
683	M19	2
685	M20	2
686	M21	2
687	M22	2
690	M03	2
691	M04	2
692	M05	2
693	M06	2
694	M07	2
695	M08	2
696	M09	2
698	N10	2
699	N11	2
700	N12	2
701	N13	2
702	N14	2
703	N15	2
704	N16	2
705	N17	2
706	N18	2
707	N19	2
709	N20	2
710	N21	2
711	N22	2
714	N03	2
715	N04	2
716	N05	2
717	N06	2
718	N07	2
719	N08	2
720	N09	2
722	O10	2
723	O11	2
724	O12	2
725	O13	2
726	O14	2
727	O15	2
728	O16	2
729	O17	2
730	O18	2
731	O19	2
733	O20	2
